CTE, steer_value
-0.0546,0.0324997
-0.063,0.0321972
-0.078,0.0514782
-0.0861,0.0354683
0.1464,-0.612595
0.1471,-0.0274217
-0.0682,0.555527
-0.0448,-0.0512719
0.0136,-0.149832
0.0446,-0.0860532
0.1043,-0.168932
0.1335,-0.0970124
0.1617,-0.0994055
0.2168,-0.176937
0.2436,-0.110154
0.2693,-0.111858
0.3186,-0.180046
0.3422,-0.11927
0.3854,-0.176294
0.4055,-0.121472
0.4242,-0.121198
0.4587,-0.16711
0.4744,-0.122378
0.4888,-0.121607
0.5142,-0.153811
0.5253,-0.11964
0.5433,-0.140202
0.5505,-0.114187
0.5564,-0.111934
0.5648,-0.119711
0.5686,-0.108759
0.6084,-0.2066
0.6717,-0.276977
0.7065,-0.211084
0.7389,-0.210674
0.7693,-0.210926
0.8242,-0.282363
0.8486,-0.209606
0.8704,-0.206843
0.9077,-0.252485
0.9232,-0.200144
0.9362,-0.196098
0.9559,-0.216451
0.9625,-0.184525
0.9669,-0.179737
0.9692,-0.174836
0.9678,-0.165249
0.964,-0.158527
0.9508,-0.13249
0.9414,-0.140445
0.9303,-0.134217
0.9175,-0.127692
0.8869,-0.0774104
0.8692,-0.106896
0.8502,-0.1003
0.8081,-0.0346301
0.7851,-0.0788464
0.7612,-0.0724058
0.71,0.005456
0.6829,-0.0506703
0.6553,-0.0445943
0.5977,0.0412011
0.5678,-0.0235268
0.5378,-0.0180423
0.5074,-0.0117306
0.4452,0.0794121
0.4135,0.0079281
0.3866,0.00049946
0.3645,-0.0077663
0.366,-0.0676179
0.3839,-0.11215
0.4024,-0.116891
0.4368,-0.163038
0.4526,-0.118828
0.4672,-0.118345
0.4933,-0.151934
0.5049,-0.117345
0.5153,-0.116128
0.5328,-0.137108
0.5401,-0.112626
0.5508,-0.123077
0.5586,-0.117115
0.559,-0.0984996
0.5563,-0.0902012
0.5533,-0.0889205
0.5493,-0.0856979
0.5444,-0.0825709
0.5317,-0.060661
0.524,-0.0719431
0.5155,-0.0684407
0.496,-0.0372649
0.485,-0.056809
0.476,-0.0602894
0.4841,-0.10488
0.4988,-0.124108
0.5171,-0.13639
0.5369,-0.14363
0.5555,-0.143844
0.5887,-0.186499
0.6034,-0.14235
0.6164,-0.140325
0.6281,-0.139083
0.6473,-0.161369
0.6548,-0.133135
0.6608,-0.130394
0.6687,-0.136569
0.6706,-0.12175
0.6711,-0.118302
0.6703,-0.11488
0.6648,-0.102054
0.6601,-0.103254
0.6542,-0.099195
0.6472,-0.0951967
0.6296,-0.0653622
0.6191,-0.0814585
0.6077,-0.0771979
0.5952,-0.0722404
0.5675,-0.0290295
0.5522,-0.0576712
0.5364,-0.0536532
0.5198,-0.0487381
0.4844,0.00490564
0.4656,-0.0337306
0.4466,-0.029912
0.4071,0.0287393
0.3867,-0.0159305
0.3662,-0.0121028
0.3454,-0.00771776
0.3032,0.0536769
0.2818,0.00488908
0.2607,0.00781142
0.2395,0.0117612
0.1973,0.0721459
0.1762,0.0225482
0.1558,0.0243385
0.1424,0.00900044
0.1618,-0.0772029
0.1847,-0.0900342
0.2337,-0.164482
0.2866,-0.183556
0.3891,-0.326672
0.4384,-0.200939
0.4851,-0.202519
0.5303,-0.206614
0.6156,-0.322743
0.6557,-0.215607
0.6929,-0.214772
0.7283,-0.216401
0.7929,-0.301397
0.8222,-0.217374
0.8486,-0.214656
0.8729,-0.213591
0.895,-0.211891
0.9325,-0.257315
0.9479,-0.204199
0.9606,-0.199596
0.9712,-0.196142
0.9855,-0.207979
0.9893,-0.182129
0.9908,-0.176583
0.9873,-0.163348
0.9824,-0.158958
0.9754,-0.152435
0.9664,-0.145815
0.9427,-0.104564
0.9279,-0.124456
0.9129,-0.121335
0.9025,-0.131136
0.9016,-0.154967
0.91,-0.179914
0.9168,-0.17706
0.9215,-0.172577
0.925,-0.170158
0.9239,-0.158351
0.9207,-0.15249
0.9089,-0.128717
0.9002,-0.135027
0.8899,-0.129191
0.8779,-0.122806
0.8491,-0.075363
0.8323,-0.102733
0.8143,-0.0965639
0.7948,-0.0893756
0.752,-0.0230788
0.7287,-0.0682528
0.7046,-0.0620297
0.6795,-0.0551273
0.6264,0.0248333
0.5985,-0.0339309
0.5703,-0.0282553
0.5184,0.0406385
0.529,-0.119023
0.5238,-0.0782207
0.5443,-0.146688
0.6036,-0.255
0.6333,-0.18544
0.6608,-0.184681
0.7106,-0.249674
0.733,-0.184395
0.7531,-0.182093
0.7713,-0.18047
0.8024,-0.218466
0.8151,-0.174221
0.8258,-0.171037
0.8345,-0.167504
0.8465,-0.17793
0.8498,-0.156538
0.8511,-0.151714
0.8506,-0.147082
0.8443,-0.131338
0.8385,-0.131589
0.8311,-0.126259
0.8115,-0.0920356
0.7992,-0.108323
0.7857,-0.102939
0.7707,-0.0965351
0.7365,-0.0420906
0.7175,-0.077157
0.6975,-0.071144
0.6764,-0.0646867
0.6311,0.00431866
0.6069,-0.0447384
0.5822,-0.0391682
0.5307,0.0374834
0.5039,-0.0202102
0.4769,-0.0149964
0.4496,-0.00947774
0.3936,0.0727562
0.3651,0.00828906
0.3369,0.0124496
0.3087,0.0173677
0.252,0.0992187
0.2238,0.0321743
0.2022,0.0192763
0.1945,-0.0144783
0.2041,-0.059835
0.2294,-0.10389
0.2617,-0.127198
0.3242,-0.214353
0.3542,-0.137522
0.4094,-0.210779
0.435,-0.140504
0.4811,-0.200306
0.5019,-0.140051
0.5211,-0.13936
0.5553,-0.183199
0.5704,-0.137605
0.5838,-0.13565
0.5957,-0.133938
0.6154,-0.157068
0.6231,-0.128111
0.6292,-0.125135
0.637,-0.130788
0.6389,-0.116222
0.6392,-0.112234
0.6382,-0.108777
0.6323,-0.0953756
0.6273,-0.0967761
0.6211,-0.0926648
0.6051,-0.0651294
0.5954,-0.0793453
0.5846,-0.0746842
0.56,-0.035549
0.5461,-0.0601423
0.5316,-0.0560985
0.5,-0.00741
0.4829,-0.0410403
0.4654,-0.0369783
0.4485,-0.0355459
0.4297,-0.0274697
0.426,-0.0649519
0.4309,-0.0875215
0.4391,-0.097284
0.4419,-0.0841374
0.4439,-0.0824662
0.4454,-0.0814653
0.4449,-0.0763281
0.4435,-0.0738114
0.4386,-0.0641193
0.435,-0.066774
0.4306,-0.0639866
0.4256,-0.0615996
0.4135,-0.0415619
0.4064,-0.0529487
0.3988,-0.0503607
0.3906,-0.0474156
0.3725,-0.0192615
0.3626,-0.0382399
0.3524,-0.0357036
0.3307,-0.00288158
0.3192,-0.026631
0.3075,-0.0240855
0.3111,-0.0633458
0.3336,-0.114992
0.3541,-0.113518
0.3792,-0.12951
0.429,-0.200563
0.4524,-0.137984
0.474,-0.137206
0.4945,-0.138003
0.5317,-0.186658
0.5484,-0.137808
0.5634,-0.136132
0.5894,-0.168441
0.6004,-0.132485
0.6097,-0.129814
0.6176,-0.127657
0.6293,-0.139292
0.633,-0.119738
0.6353,-0.116604
0.6358,-0.112146
0.6339,-0.105755
0.6308,-0.102184
0.6264,-0.0981342
0.6139,-0.0755017
0.6058,-0.085199
0.5966,-0.080817
0.575,-0.04574
0.5626,-0.0668074
0.5493,-0.0622154
0.5352,-0.0577364
0.5042,-0.00965748
0.4875,-0.0428525
0.4703,-0.0385903
0.4525,-0.033971
0.4149,0.0225814
0.3953,-0.0194503
0.3756,-0.0157621
0.3555,-0.0112467
0.3143,0.0492161
0.2933,0.00187348
0.2724,0.00526594
0.2515,0.0089109
0.2095,0.0695132
0.1885,0.0201506
0.168,0.0224633
0.1477,0.0254986
0.1076,0.0824871
0.0879,0.0344127
0.069,0.0356889
0.0522,0.0333163
0.0637,-0.0401468
0.0393,0.0547561
0.0338,0.00799278
0.0451,-0.0363979
0.0971,-0.148234
0.1242,-0.090088
0.1486,-0.0875258
0.1599,-0.0564191
0.1706,-0.0567701
0.181,-0.0578264
0.2007,-0.0847446
0.21,-0.0601065
0.2188,-0.0603787
0.235,-0.081889
0.2425,-0.0612295
0.2493,-0.0606479
0.2557,-0.0607541
0.2615,-0.0602506
0.2718,-0.0734094
