CTE, steer_value
0.0669,-0.0350522
0.0651,-0.0345078
0.0608,-0.027466
0.0585,-0.0321346
0.0534,-0.0241933
0.0506,-0.0295296
0.0478,-0.0290574
0.0417,-0.0196752
0.0384,-0.0261827
0.0318,-0.0167099
0.0283,-0.0239366
0.0248,-0.0233346
0.0175,-0.0124724
0.0138,-0.0209217
0.0063,-0.0100209
0.0024,-0.0184315
-0.0052,-0.00776183
-0.009,-0.0166911
-0.0127,-0.016294
-0.0204,-0.00484421
-0.0242,-0.0140208
-0.0316,-0.00362955
-0.0353,-0.0123148
-0.0425,-0.00220726
-0.046,-0.0109238
-0.0494,-0.0105666
-0.0561,-0.00104666
-0.0593,-0.00930601
-0.0656,-0.000357596
-0.0686,-0.00814368
-0.0714,-0.0081362
-0.077,-6.35093e-05
-0.0796,-0.00715814
-0.0846,-0.000197509
-0.0869,-0.00658448
-0.0889,-0.0069631
-0.0894,-0.0106332
-0.0901,-0.00997559
-0.0772,-0.0465392
-0.0616,-0.0560565
-0.0314,-0.0981778
-0.0143,-0.0680777
0.0023,-0.069711
0.0344,-0.114458
0.05,-0.0755334
0.0792,-0.114993
0.093,-0.0785459
0.1061,-0.0790989
0.1309,-0.113011
0.1425,-0.0817521
0.1637,-0.109745
0.1734,-0.0824576
0.1905,-0.104189
0.1982,-0.0818643
0.2113,-0.0978554
0.2169,-0.079968
0.2218,-0.0791301
0.2299,-0.0887005
0.2331,-0.0769649
0.2374,-0.0805727
0.2387,-0.0733052
0.2393,-0.0717233
0.2389,-0.0692094
0.2379,-0.0676005
0.2363,-0.0658864
0.2316,-0.0573176
0.2285,-0.0608943
0.2208,-0.0480111
0.2163,-0.0553795
0.2114,-0.0535864
0.2003,-0.0360634
0.1941,-0.0474203
0.1808,-0.0272344
0.1662,-0.0214619
0.1584,-0.0373252
0.1505,-0.0357459
0.1339,-0.0109286
0.1252,-0.0294012
0.1075,-0.00362572
0.0985,-0.024057
0.0894,-0.0222477
0.0708,0.00495972
0.0613,-0.0163817
0.0518,-0.0147424
0.0327,0.0128175
0.0231,-0.00950355
0.0043,0.0170037
-0.005,-0.00536017
-0.0142,-0.00400339
-0.0317,0.0200168
-0.0395,-0.00310198
-0.0512,0.00880333
-0.0526,-0.0169422
-0.0539,-0.0169498
-0.0537,-0.020754
-0.0533,-0.0213107
-0.0524,-0.0227124
-0.052,-0.0215021
-0.0512,-0.0226343
-0.0508,-0.0216768
-0.0504,-0.0217296
-0.0497,-0.0225923
-0.0494,-0.0216179
-0.0488,-0.0224636
-0.0485,-0.021742
-0.0483,-0.021508
-0.0479,-0.0220665
-0.0477,-0.0215803
-0.0475,-0.0215991
-0.0475,-0.021078
-0.0474,-0.0213319
-0.0474,-0.0210634
-0.0475,-0.0207774
-0.0477,-0.0204739
-0.0478,-0.0206927
-0.0482,-0.0198492
-0.0485,-0.0200329
-0.0487,-0.0202341
-0.0493,-0.0191028
-0.0505,-0.0173614
-0.0518,-0.0168646
-0.0527,-0.0176999
-0.0532,-0.0186046
-0.0543,-0.0168794
-0.0548,-0.0182887
-0.0559,-0.0165629
-0.0564,-0.0179717
-0.0575,-0.0162454
-0.0581,-0.0173836
-0.0592,-0.0159092
-0.0597,-0.0173168
-0.0608,-0.0155894
-0.0614,-0.0167265
-0.0619,-0.0168708
-0.0653,-0.00893326
-0.0938,0.0594464
-0.0475,-0.137482
-0.02,-0.0948015
0.0317,-0.164934
0.0503,-0.0846171
0.0679,-0.0851845
0.1014,-0.131209
0.1174,-0.0898513
0.1466,-0.128323
0.1601,-0.0910895
0.1843,-0.12239
0.1952,-0.0907743
0.2143,-0.114883
0.2227,-0.0894057
0.2301,-0.0882491
0.2428,-0.103929
0.248,-0.0859819
0.2558,-0.0939938
0.2585,-0.0816747
0.2604,-0.0800741
0.262,-0.0796843
0.2618,-0.075193
0.2591,-0.0684973
0.2567,-0.0689231
0.2536,-0.0667008
0.2407,-0.0397875
0.229,-0.0408545
0.2224,-0.0526562
0.2001,-0.00919229
0.1736,0.00597557
0.1642,-0.0356181
0.1451,-0.00784369
0.1353,-0.0296629
0.1153,-0.000458866
0.105,-0.0231906
0.0947,-0.0214263
0.0737,0.00922866
0.0629,-0.0146641
0.0416,0.015549
0.031,-0.00963031
0.0101,0.0200187
-0.0002,-0.00494988
-0.0104,-0.00341998
-0.0305,0.0250933
-0.0404,0.00107851
-0.0594,0.0273897
-0.0686,0.00427241
-0.0776,0.00536326
-0.0948,0.0291
-0.1032,0.0083799
-0.1188,0.0293207
-0.1262,0.009949
-0.1398,0.0280231
-0.1461,0.0107388
-0.152,0.0108092
-0.163,0.0256602
-0.168,0.0114391
-0.1727,0.0115597
-0.181,0.0221585
-0.1847,0.0112513
-0.1909,0.0187096
-0.1934,0.00986857
-0.1944,0.00632125
-0.2038,0.0292396
0.2235,-1
-0.1471,0.931355
-0.1231,-0.0691537
-0.0632,-0.170226
-0.0321,-0.102919
-0.0021,-0.105373
0.0566,-0.188097
0.0851,-0.116841
0.1385,-0.189074
0.1638,-0.122589
0.1879,-0.123825
0.2334,-0.185875
0.2549,-0.12911
0.2937,-0.179659
0.3114,-0.129574
0.3425,-0.168949
0.3689,-0.16181
0.3801,-0.125512
0.3984,-0.146766
0.4056,-0.120131
0.4162,-0.130706
0.4219,-0.11947
0.4229,-0.10792
0.4213,-0.101219
0.4189,-0.0989217
0.4107,-0.0829856
0.4051,-0.088711
0.3911,-0.0651918
0.3733,-0.0526188
0.3631,-0.0701527
0.3408,-0.0358264
0.3285,-0.0590425
0.3023,-0.019478
0.2887,-0.0490188
0.2689,-0.0300017
0.2632,-0.0646992
0.2601,-0.0708115
0.2602,-0.078997
0.2584,-0.073973
0.2565,-0.073476
0.2509,-0.0632417
0.2471,-0.0672076
0.2378,-0.0517787
0.2323,-0.0604931
0.2199,-0.0409824
0.2129,-0.0534687
0.1977,-0.0301797
0.1894,-0.0462187
0.1719,-0.0199949
0.1626,-0.039133
0.1434,-0.0108355
0.1333,-0.0320967
0.1127,-0.00202971
0.1022,-0.0257356
0.0808,0.00549173
0.07,-0.0194134
0.0484,0.0116072
0.0375,-0.013522
0.0161,0.0167172
0.0054,-0.00843604
-0.0154,0.0206992
-0.0256,-0.00427826
-0.0454,0.0234302
-0.0551,-0.000361958
-0.0736,0.0251093
-0.0825,0.00244942
-0.096,0.0164513
-0.1171,0.0393608
-0.0866,-0.0962191
-0.0482,-0.122847
0.0083,-0.178406
0.0338,-0.10459
0.0813,-0.168451
0.1037,-0.109015
0.145,-0.16399
0.1642,-0.111591
0.1989,-0.156848
0.2147,-0.111953
0.2425,-0.147184
0.2547,-0.110008
0.2753,-0.134903
0.284,-0.106469
0.2976,-0.121314
0.3027,-0.100844
0.3094,-0.106157
0.3112,-0.0942037
0.3118,-0.0913838
0.3101,-0.0853848
0.3078,-0.0835728
0.3003,-0.0692364
0.2952,-0.0745068
0.2892,-0.0712858
0.2748,-0.0476574
0.2664,-0.0614326
0.2574,-0.0584351
0.2371,-0.0264425
0.226,-0.0478131
0.2023,-0.0119333
0.1898,-0.0380975
0.1637,0.000738913
0.1501,-0.0285025
0.1364,-0.0259069
0.108,0.016127
0.0783,0.0245627
0.0485,0.0299959
0.0338,-0.00557936
0.0192,-0.00329211
-0.01,0.0386688
-0.0246,0.00435831
-0.0529,0.0439042
-0.0668,0.009991
-0.0802,0.0110926
-0.1065,0.0482879
-0.1194,0.016743
-0.1436,0.0495446
-0.1551,0.0195352
-0.1766,0.0485945
-0.1866,0.0213642
-0.1961,0.0218248
-0.2139,0.045959
-0.2221,0.0232242
-0.2298,0.0233824
-0.2437,0.041544
-0.25,0.0235373
-0.2608,0.0368716
-0.2653,0.0218387
-0.2747,0.0359435
-0.2912,0.0568471
-0.2727,-0.034662
-0.2082,-0.16199
-0.177,-0.0832893
-0.1173,-0.165624
-0.0883,-0.093134
-0.0334,-0.168095
-0.007,-0.100734
0.0182,-0.102105
0.0667,-0.169419
0.0898,-0.109343
0.1323,-0.165784
0.152,-0.111701
0.1704,-0.111686
0.2043,-0.156804
0.2197,-0.112852
0.2339,-0.112378
0.2589,-0.144095
0.2698,-0.110485
0.2877,-0.131379
0.2949,-0.105717
0.3008,-0.103565
0.3094,-0.111987
0.312,-0.0973963
0.3139,-0.0960664
0.3127,-0.0881354
0.3248,-0.123938
0.3405,-0.135881
0.3989,-0.254019
0.4332,-0.199295
0.4652,-0.199225
0.5237,-0.276518
0.5501,-0.200255
0.574,-0.198305
0.6159,-0.251271
0.6338,-0.194007
0.6623,-0.225967
0.6732,-0.183656
0.6819,-0.179849
0.6885,-0.17593
0.6957,-0.178936
0.6963,-0.162611
0.6914,-0.148103
0.6861,-0.146401
0.6789,-0.140578
0.6699,-0.13469
0.6467,-0.0950074
0.6325,-0.11547
0.6,-0.0637975
0.5815,-0.0961179
0.5412,-0.0342277
0.5192,-0.076774
0.4964,-0.0709457
0.4725,-0.0641599
0.4216,0.0127494
0.3946,-0.0430228
0.3397,0.0368843
0.3114,-0.0254506
0.2831,-0.0206108
0.2249,0.0649606
0.1952,-0.00188823
0.167,-0.000814153
0.1462,-0.0159211
0.1388,-0.0485125
0.1771,-0.170644
0.1978,-0.129881
0.2171,-0.129786
0.2527,-0.177237
0.2841,-0.172205
0.2977,-0.129732
0.3207,-0.157587
0.3302,-0.125268
0.3383,-0.12326
0.3509,-0.136939
0.3554,-0.117391
0.3585,-0.114518
0.3611,-0.113832
0.3606,-0.106039
0.3561,-0.0952745
0.352,-0.0956886
0.3469,-0.0923915
0.3333,-0.06867
0.3249,-0.0804449
0.3055,-0.04939
0.2944,-0.0685112
0.2825,-0.0645115
0.287,-0.106803
0.2836,-0.0863589
0.2966,-0.130136
0.3334,-0.196762
0.3509,-0.1512
0.3805,-0.187044
0.393,-0.146179
0.4037,-0.143637
0.4207,-0.162652
0.427,-0.136877
0.4316,-0.133533
0.4365,-0.135293
0.4368,-0.123878
0.4356,-0.120029
0.429,-0.105388
0.4236,-0.107619
0.409,-0.0819815
0.3998,-0.0941473
0.3895,-0.0897053
